taxonID,scientificName,family,genericName,specificEpithet,taxonRank,infraspecificEpithet,scientificNameAuthorship,kingdom
814,Disphyma crassifolium (L.) Bolos,Aizoaceae,Disphyma,crassifolium,species,,(L.) Bolos,Plantae
815,Dittrichia graveolens (L.) Greuter,Compositae,Dittrichia,graveolens,species,,(L.) Greuter,Plantae
816,Dittrichia viscosa ( L.) Greuter subsp. viscosa,Compositae,Dittrichia,viscosa,subsp.,viscosa,( L.) Greuter,Plantae
818,"Doronicum carpetanum Boiss. & Reuter ex Willk. subsp. pubescens (Perez Morales, Penas, Llamas & Acedo) Aizpuru",Compositae,Doronicum,carpetanum,subsp.,pubescens,"(Perez Morales, Penas, Llamas & Acedo) Aizpuru",Plantae
820,Doronicum plantagineum L.,Compositae,Doronicum,plantagineum,species,,L.,Plantae
821,Dorycnium pentaphyllum Scop.,Leguminosae,Dorycnium,pentaphyllum,species,,Scop.,Plantae
822,Dorycnium rectum (L.) Ser.,Leguminosae,Dorycnium,rectum,species,,(L.) Ser.,Plantae
823,Draba muralis L.,Cruciferae,Draba,muralis,species,,L.,Plantae
824,Drosera intermedia Hayne,Droseraceae,Drosera,intermedia,species,,Hayne,Plantae
825,Drosera rotundifolia L.,Droseraceae,Drosera,rotundifolia,species,,L.,Plantae
827,Dryopteris aemula (Aiton) Kuntze,Aspidiaceae,Dryopteris,aemula,species,,(Aiton) Kuntze,Plantae
828,Dryopteris affinis (Lowe) Fraser-Jenkins subsp. borreri (Newman) Fraser-Jenkins,Aspidiaceae,Dryopteris,affinis,subsp.,borreri,(Newman) Fraser-Jenkins,Plantae
829,Dryopteris affinis (Lowe) Fraser-Jenkins subsp. stilluppensis (Sab.) Fraser-Jenkins,Aspidiaceae,Dryopteris,affinis,subsp.,stilluppensis,(Sab.) Fraser-Jenkins,Plantae
830,Dryopteris affinis (Lowe) Fraser-Jenkins subsp.affinis,Aspidiaceae,Dryopteris,affinis,subsp.,affinis,(Lowe) Fraser-Jenkins,Plantae
831,Dryopteris carthusiana (Vill.) H.P. Fuchs,Aspidiaceae,Dryopteris,carthusiana,species,,(Vill.) H.P. Fuchs,Plantae
832,Dryopteris dilatata (Hoffm.) A. Gray,Aspidiaceae,Dryopteris,dilatata,species,,(Hoffm.) A. Gray,Plantae
833,Dryopteris expansa (C. Presl) Fraser-Jenk.& Jermy,Aspidiaceae,Dryopteris,expansa,species,,(C. Presl) Fraser-Jenk.& Jermy,Plantae
834,Dryopteris filix-mas (L.) Schott,Aspidiaceae,Dryopteris,filix-mas,species,,(L.) Schott,Plantae
835,Dryopteris guanchica Gibby & Jermy,Aspidiaceae,Dryopteris,guanchica,species,,Gibby & Jermy,Plantae
836,Dryopteris oreades Fomin,Aspidiaceae,Dryopteris,oreades,species,,Fomin,Plantae
838,Duchesnea indica ( Jacks.) Focke,Rosaceae,Duchesnea,indica,species,,( Jacks.) Focke,Plantae
839,Ecballium elaterium (L.) A. Rich. subsp. elaterium,Cucurbitaceae,Ecballium,elaterium,subsp.,elaterium,(L.) A. Rich.,Plantae
840,Echinaria capitata (L.) Desf.,Gramineae,Echinaria,capitata,species,,(L.) Desf.,Plantae
842,Echinochloa crus-galli (L.) Beauv.,Gramineae,Echinochloa,crus-galli,species,,(L.) Beauv.,Plantae
843,"Echinospartum ibericum Rivas Mart., Sánchez Mata & Sancho",Leguminosae,Echinospartum,ibericum,species,,"Rivas Mart., Sánchez Mata & Sancho",Plantae
845,Echium pininana Webb & Berthel.,Boraginaceae,Echium,pininana,species,,Webb & Berthel.,Plantae
847,Echium lusitanicum L.,Boraginaceae,Echium,lusitanicum,species,,L.,Plantae
848,Echium plantagineum L.,Boraginaceae,Echium,plantagineum,species,,L.,Plantae
850,Echium rosulatum Lange subsp. rosulatum,Boraginaceae,Echium,rosulatum,subsp.,rosulatum,Lange,Plantae
851,Echium vulgare L.,Boraginaceae,Echium,vulgare,species,,L.,Plantae
852,Margotia gummifera (Desf.) Lange,Umbelliferae,Margotia,gummifera,species,,(Desf.) Lange,Plantae
854,Elatine hexandra (Lapierre) DC.,Elatinaceae,Elatine,hexandra,species,,(Lapierre) DC.,Plantae
855,Elatine macropoda Guss.,Elatinaceae,Elatine,macropoda,species,,Guss.,Plantae
856,Eleocharis acicularis (L.) Roem. & Schult.,Cyperaceae,Eleocharis,acicularis,species,,(L.) Roem. & Schult.,Plantae
857,Eleocharis bonariensis Nees,Cyperaceae,Eleocharis,bonariensis,species,,Nees,Plantae
858,Eleocharis multicaulis (Sm.) Desv.,Cyperaceae,Eleocharis,multicaulis,species,,(Sm.) Desv.,Plantae
860,Eleocharis palustris (L.) Roem. & Schult.,Cyperaceae,Eleocharis,palustris,species,,(L.) Roem. & Schult.,Plantae
861,"Eleocharis parvula (Roem. & Schult.) Bluff, Ness & Schauer",Cyperaceae,Eleocharis,parvula,species,,"(Roem. & Schult.) Bluff, Ness & Schauer",Plantae
862,Eleocharis quinqueflora ( F. Hartm.) O. Schwarz,Cyperaceae,Eleocharis,quinqueflora,species,,( F. Hartm.) O. Schwarz,Plantae
863,Eleusine tristachya (Lam.) Lam.,Gramineae,Eleusine,tristachya,species,,(Lam.) Lam.,Plantae
864,Elymus caninus ( L.) L.,Gramineae,Elymus,caninus,species,,( L.) L.,Plantae
865,Elymus farctus (Viv.) Runemark ex Melderis subsp. boreoatlanticus (Simonet & Guin.) Melderis,Gramineae,Elymus,farctus,subsp.,boreoatlanticus,(Simonet & Guin.) Melderis,Plantae
867,Elymus campestris (Godr. & Gren.) Kerguélen,Gramineae,Elymus,campestris,species,,(Godr. & Gren.) Kerguélen,Plantae
868,Elymus athericus (Link) Kerguélen,Gramineae,Elymus,athericus,species,,(Link) Kerguélen,Plantae
869,Elymus repens (L.) Gould subsp. repens,Gramineae,Elymus,repens,subsp.,repens,(L.) Gould,Plantae
871,Emex spinosa (L.) Campd.,Polygonaceae,Emex,spinosa,species,,(L.) Campd.,Plantae
874,Epilobium duriaei J. Gay ex Godr.,Onagraceae,Epilobium,duriaei,species,,J. Gay ex Godr.,Plantae
875,Epilobium hirsutum L.,Onagraceae,Epilobium,hirsutum,species,,L.,Plantae
877,Epilobium angustifolium L.,Onagraceae,Epilobium,angustifolium,species,,L.,Plantae
879,Epilobium lanceolatum Sebast. & Mauri,Onagraceae,Epilobium,lanceolatum,species,,Sebast. & Mauri,Plantae
880,Epilobium montanum L.,Onagraceae,Epilobium,montanum,species,,L.,Plantae
881,Epilobium obscurum Schreb.,Onagraceae,Epilobium,obscurum,species,,Schreb.,Plantae
882,Epilobium palustre L.,Onagraceae,Epilobium,palustre,species,,L.,Plantae
883,Epilobium parviflorum Schreb.,Onagraceae,Epilobium,parviflorum,species,,Schreb.,Plantae
889,Epipactis helleborine (L.) Crantz subsp. helleborine,Orchidaceae,Epipactis,helleborine,subsp.,helleborine,(L.) Crantz,Plantae
890,Epipactis palustris (L.) Crantz,Orchidaceae,Epipactis,palustris,species,,(L.) Crantz,Plantae
891,Equisetum arvense L.,Equisetaceae,Equisetum,arvense,species,,L.,Plantae
893,Equisetum hyemale L.,Equisetaceae,Equisetum,hyemale,species,,L.,Plantae
895,Equisetum ramosissimum Desf.,Equisetaceae,Equisetum,ramosissimum,species,,Desf.,Plantae
897,Equisetum telmateia Ehrh.,Equisetaceae,Equisetum,telmateia,species,,Ehrh.,Plantae
905,Erica arborea L.,Ericaceae,Erica,arborea,species,,L.,Plantae
906,Erica australis L.,Ericaceae,Erica,australis,species,,L.,Plantae
907,Erica ciliaris L.,Ericaceae,Erica,ciliaris,species,,L.,Plantae
908,Erica cinerea L.,Ericaceae,Erica,cinerea,species,,L.,Plantae
909,Erica erigena R. Ross,Ericaceae,Erica,erigena,species,,R. Ross,Plantae
910,Erica mackaiana Bab.,Ericaceae,Erica,mackaiana,species,,Bab.,Plantae
911,Erica scoparia L. subsp. scoparia,Ericaceae,Erica,scoparia,subsp.,scoparia,L.,Plantae
912,Erica tetralix L.,Ericaceae,Erica,tetralix,species,,L.,Plantae
913,Erica umbellata L.,Ericaceae,Erica,umbellata,species,,L.,Plantae
914,Erica vagans L.,Ericaceae,Erica,vagans,species,,L.,Plantae
915,Erigeron acris L.,Compositae,Erigeron,acris,species,,L.,Plantae
916,Erigeron annuus ( L.) Pers.,Compositae,Erigeron,annuus,species,,( L.) Pers.,Plantae
918,Erigeron karvinskianus DC.,Compositae,Erigeron,karvinskianus,species,,DC.,Plantae
919,Erinus alpinus L.,Scrophulariaceae,Erinus,alpinus,species,,L.,Plantae
920,Eriophorum angustifolium Honck.,Cyperaceae,Eriophorum,angustifolium,species,,Honck.,Plantae
923,Erodium botrys (Cav.) Bertol.,Geraniaceae,Erodium,botrys,species,,(Cav.) Bertol.,Plantae
925,Erodium aethiopicum (Lam.) Brumh. & Thell.,Geraniaceae,Erodium,aethiopicum,species,,(Lam.) Brumh. & Thell.,Plantae
926,Erodium cicutarium (L.) L'Hér.,Geraniaceae,Erodium,cicutarium,species,,(L.) L'Hér.,Plantae
928,Erodium malacoides (L.) L'Hér.,Geraniaceae,Erodium,malacoides,species,,(L.) L'Hér.,Plantae
929,Erodium moschatum (L.) L'Her.,Geraniaceae,Erodium,moschatum,species,,(L.) L'Her.,Plantae
931,Erodium glandulosum (Cav.) Willd.,Geraniaceae,Erodium,glandulosum,species,,(Cav.) Willd.,Plantae
932,Erodium praecox (Cav.) Willd.,Geraniaceae,Erodium,praecox,species,,(Cav.) Willd.,Plantae
933,Erophila verna (L.) Chevall.,Cruciferae,Erophila,verna,species,,(L.) Chevall.,Plantae
935,Eruca vesicaria (L.) Cav.,Cruciferae,Eruca,vesicaria,species,,(L.) Cav.,Plantae
936,Erucastrum nasturtiifolium (Poir.) O.E. Schulz subsp. narturtiifolium,Cruciferae,Erucastrum,nasturtiifolium,subsp.,narturtiifolium,,Plantae
937,Eryngium bourgatii Gouan,Umbelliferae,Eryngium,bourgatii,species,,Gouan,Plantae
938,Eryngium campestre L.,Umbelliferae,Eryngium,campestre,species,,L.,Plantae
939,Eryngium corniculatum Lam.,Umbelliferae,Eryngium,corniculatum,species,,Lam.,Plantae
941,Eryngium maritimum L.,Umbelliferae,Eryngium,maritimum,species,,L.,Plantae
942,Eryngium tenue Lam.,Umbelliferae,Eryngium,tenue,species,,Lam.,Plantae
943,Eryngium viviparum J. Gay,Umbelliferae,Eryngium,viviparum,species,,J. Gay,Plantae
945,Erysimum linifolium (Pers.) J. Gay subsp. linifolium,Cruciferae,Erysimum,linifolium,subsp.,linifolium,(Pers.) J. Gay,Plantae
947,Erythronium dens-canis L.,Liliaceae,Erythronium,dens-canis,species,,L.,Plantae
948,Eschscholzia californica Cham.,Papaveraceae,Eschscholzia,californica,species,,Cham.,Plantae
952,Euonymus europaeus L.,Celastraceae,Euonymus,europaeus,species,,L.,Plantae
954,Eupatorium cannabinum L.,Compositae,Eupatorium,cannabinum,species,,L.,Plantae
955,Euphorbia amygdaloides L. subsp. amygdaloides,Euphorbiaceae,Euphorbia,amygdaloides,subsp.,amygdaloides,L.,Plantae
956,Euphorbia angulata Jacq.,Euphorbiaceae,Euphorbia,angulata,species,,Jacq.,Plantae
959,Chamaesyce canescens (L.) Prokh. subsp. canescens,Euphorbiaceae,Chamaesyce,canescens,subsp.,canescens,(L.) Prokh.,Plantae
960,Euphorbia dulcis L.,Euphorbiaceae,Euphorbia,dulcis,species,,L.,Plantae
961,Euphorbia esula L. subsp. esula,Euphorbiaceae,Euphorbia,esula,subsp.,esula,L.,Plantae
962,Euphorbia exigua L. subsp. exigua,Euphorbiaceae,Euphorbia,exigua,subsp.,exigua,L.,Plantae
963,Euphorbia exigua L. subsp. merinoi M. Laínz,Euphorbiaceae,Euphorbia,exigua,subsp.,merinoi,M. Laínz,Plantae
964,Euphorbia falcata L. subsp. falcata,Euphorbiaceae,Euphorbia,falcata,subsp.,falcata,L.,Plantae
965,Euphorbia flavicoma DC. subsp. occidentalis M. Laínz,Euphorbiaceae,Euphorbia,flavicoma,subsp.,occidentalis,M. Laínz,Plantae
966,Euphorbia helioscopia L. subsp. helioscopia,Euphorbiaceae,Euphorbia,helioscopia,subsp.,helioscopia,L.,Plantae
968,Euphorbia hyberna L. subsp. hyberna,Euphorbiaceae,Euphorbia,hyberna,subsp.,hyberna,L.,Plantae
969,Euphorbia lathyris L.,Euphorbiaceae,Euphorbia,lathyris,species,,L.,Plantae
970,Chamaesyce maculata (L.) Small,Euphorbiaceae,Chamaesyce,maculata,species,,(L.) Small,Plantae
971,Euphorbia paralias L.,Euphorbiaceae,Euphorbia,paralias,species,,L.,Plantae
972,Chamaesyce peplis (L.) Prokh.,Euphorbiaceae,Chamaesyce,peplis,species,,(L.) Prokh.,Plantae
973,Euphorbia peplus L.,Euphorbiaceae,Euphorbia,peplus,species,,L.,Plantae
975,Euphorbia polygalifolia Boiss. & Reut. subsp. hirta (Lange) M. Laínz,Euphorbiaceae,Euphorbia,polygalifolia,subsp.,hirta,(Lange) M. Laínz,Plantae
976,Euphorbia portlandica L.,Euphorbiaceae,Euphorbia,portlandica,species,,L.,Plantae
977,Chamaesyce prostrata (Aiton) Small,Euphorbiaceae,Chamaesyce,prostrata,species,,(Aiton) Small,Plantae
978,Euphorbia hirsuta L.,Euphorbiaceae,Euphorbia,hirsuta,species,,L.,Plantae
979,Euphorbia segetalis L.,Euphorbiaceae,Euphorbia,segetalis,species,,L.,Plantae
982,Euphorbia terracina L.,Euphorbiaceae,Euphorbia,terracina,species,,L.,Plantae
983,Euphorbia uliginosa Welw. ex Boiss.,Euphorbiaceae,Euphorbia,uliginosa,species,,Welw. ex Boiss.,Plantae
986,Euphrasia hirtella Jord. ex Reut.,Scrophulariaceae,Euphrasia,hirtella,species,,Jord. ex Reut.,Plantae
987,Euphrasia minima Jacq. ex DC.,Scrophulariaceae,Euphrasia,minima,species,,Jacq. ex DC.,Plantae
988,Euphrasia pectinata Ten.,Scrophulariaceae,Euphrasia,pectinata,species,,Ten.,Plantae
989,Euphrasia stricta J.P. Wolff ex J.F. Lehm.,Scrophulariaceae,Euphrasia,stricta,species,,J.P. Wolff ex J.F. Lehm.,Plantae
991,Filago gaditana (Pau) Andrés-Sánchez & Galbany,Compositae,Filago,gaditana,species,,(Pau) Andrés-Sánchez & Galbany,Plantae
992,Exaculum pusillum (Lam.) Caruel,Gentianaceae,Exaculum,pusillum,species,,(Lam.) Caruel,Plantae
993,Fagus sylvatica L.,Fagaceae,Fagus,sylvatica,species,,L.,Plantae
994,Fallopia baldschuanica (Regel) Holub,Polygonaceae,Fallopia,baldschuanica,species,,(Regel) Holub,Plantae
995,Fallopia convolvulus (L.) A. Löve,Polygonaceae,Fallopia,convolvulus,species,,(L.) A. Löve,Plantae
996,Ferula communis L. subsp. catalaunica (Pau ex C. Vicioso) Sánchez Cuxart & Bernal,Umbelliferae,Ferula,communis,subsp.,catalaunica,(Pau ex C. Vicioso) Sánchez Cuxart & Bernal,Plantae
997,Ferulago capillaris (Link ex Spreng.) Cout.,Umbelliferae,Ferulago,capillaris,species,,(Link ex Spreng.) Cout.,Plantae
999,Festuca altissima All.,Gramineae,Festuca,altissima,species,,All.,Plantae
1000,Festuca ampla Hack.,Gramineae,Festuca,ampla,species,,Hack.,Plantae
1001,Festuca arundinacea Schreb. subsp arundinacea,Gramineae,Festuca,arundinacea,species,,Schreb. subsp,Plantae
1002,Festuca rubra L. subsp. rubra,Gramineae,Festuca,rubra,subsp.,rubra,L.,Plantae
1003,Festuca durandoi Clauson,Gramineae,Festuca,durandoi,species,,Clauson,Plantae
1004,Festuca elegans Boiss.,Gramineae,Festuca,elegans,species,,Boiss.,Plantae
1005,Festuca eskia Ramond ex DC.,Gramineae,Festuca,eskia,species,,Ramond ex DC.,Plantae
1006,Festuca gigantea (L.) Vill.,Gramineae,Festuca,gigantea,species,,(L.) Vill.,Plantae
1009,Festuca heterophylla Lam.,Gramineae,Festuca,heterophylla,species,,Lam.,Plantae
1014,Festuca nigrescens Lam.,Gramineae,Festuca,nigrescens,species,,Lam.,Plantae
1016,Festuca paniculata (L.) Schinz & Thell. subsp. spadicea (Hack.) Markgr.-Dann.,Gramineae,Festuca,paniculata,subsp.,spadicea,(Hack.) Markgr.-Dann.,Plantae
1019,Festuca rubra L .subsp. asperifolia (St.-Yves) Markgr.-Dann.,Gramineae,Festuca,rubra,subsp.,asperifolia,(St.-Yves) Markgr.-Dann.,Plantae
1020,Festuca rubra L. subsp. pruinosa (Hack.) Piper,Gramineae,Festuca,rubra,subsp.,pruinosa,(Hack.) Piper,Plantae
1021,Festuca rubra L .subsp. litoralis (G. Mey.) Auquier,Gramineae,Festuca,rubra,subsp.,litoralis,(G. Mey.) Auquier,Plantae
1025,Festuca yvesii Sennen & Pau subsp. graniticola (Kerguélen & Morla) Mart.-Sagarra,Gramineae,Festuca,yvesii,subsp.,graniticola,(Kerguélen & Morla) Mart.-Sagarra,Plantae
1027,Ficus carica L.,Moraceae,Ficus,carica,species,,L.,Plantae
1028,Gnaphalium uliginosum L subsp. Uliginosum,Compositae,Gnaphalium,uliginosum,subsp.,Uliginosum,,Plantae
1029,Filago lutescens Jord.,Compositae,Filago,lutescens,species,,Jord.,Plantae
1030,Filago germanica (l.) Huds.,Compositae,Filago,germanica,species,,(l.) Huds.,Plantae
1031,"Filago albicans Andrés-Sánchez, M.M. Mart. Ort. & E. Rico",Compositae,Filago,albicans,species,,"Andrés-Sánchez, M.M. Mart. Ort. & E. Rico",Plantae
1032,Filipendula ulmaria (L.) Maxim.,Rosaceae,Filipendula,ulmaria,species,,(L.) Maxim.,Plantae
1033,Filipendula vulgaris Moench,Rosaceae,Filipendula,vulgaris,species,,Moench,Plantae
1034,Foeniculum vulgare Mill.,Umbelliferae,Foeniculum,vulgare,species,,Mill.,Plantae
1035,Fragaria vesca L. subsp. vesca,Rosaceae,Fragaria,vesca,subsp.,vesca,L.,Plantae
1036,Frangula alnus Mill. subsp. alnus,Rhamnaceae,Frangula,alnus,subsp.,alnus,Mill.,Plantae
1038,Frankenia laevis L.,Frankeniaceae,Frankenia,laevis,species,,L.,Plantae
1040,Fraxinus angustifolia Vahl subsp. angustifolia,Oleaceae,Fraxinus,angustifolia,subsp.,angustifolia,Vahl,Plantae
1041,Fraxinus excelsior L. subsp. excelsior,Oleaceae,Fraxinus,excelsior,subsp.,excelsior,L.,Plantae
1042,Fraxinus ornus L.,Oleaceae,Fraxinus,ornus,species,,L.,Plantae
1043,Fritillaria pyrenaica L.,Liliaceae,Fritillaria,pyrenaica,species,,L.,Plantae
1045,Fumana procumbens (Dunal) Gren. & Godr.,Cistaceae,Fumana,procumbens,species,,(Dunal) Gren. & Godr.,Plantae
1047,Fumaria bastardii Boreau,Papaveraceae,Fumaria,bastardii,species,,Boreau,Plantae
1048,Fumaria capreolata L.,Papaveraceae,Fumaria,capreolata,species,,L.,Plantae
1049,Fumaria densiflora DC.,Papaveraceae,Fumaria,densiflora,species,,DC.,Plantae
1050,Fumaria muralis Sond. ex W.D.J. Koch,Papaveraceae,Fumaria,muralis,species,,Sond. ex W.D.J. Koch,Plantae
1052,Fumaria reuteri Boiss.,Papaveraceae,Fumaria,reuteri,species,,Boiss.,Plantae
1054,Gagea pratensis (Pers.) Dumort.,Iridaceae,Gagea,pratensis,species,,(Pers.) Dumort.,Plantae
1055,Gagea soleirolii F.W. Schultz,Iridaceae,Gagea,soleirolii,species,,F.W. Schultz,Plantae
1057,Galactites tomentosa Moench,Compositae,Galactites,tomentosa,species,,Moench,Plantae
1058,Galega officinalis L.,Leguminosae,Galega,officinalis,species,,L.,Plantae
1060,Galeopsis tetrahit L. subsp. tetrahit,Labiatae,Galeopsis,tetrahit,subsp.,tetrahit,L.,Plantae
1061,Galinsoga quadriradiata Ruiz & Pav.,Compositae,Galinsoga,quadriradiata,species,,Ruiz & Pav.,Plantae
1062,Galinsoga parviflora Cav.,Compositae,Galinsoga,parviflora,species,,Cav.,Plantae
1063,Gallium mollugo L. subsp. erectum Huds. ex Syme,Rubiaceae,Gallium,mollugo,subsp.,erectum,Huds. ex Syme,Plantae
1064,Galium aparine L. subsp. aparine,Rubiaceae,Galium,aparine,subsp.,aparine,L.,Plantae
1066,Galium broterianum Boiss. & Reut.,Rubiaceae,Galium,broterianum,species,,Boiss. & Reut.,Plantae
1068,Galium debile Desv.,Rubiaceae,Galium,debile,species,,Desv.,Plantae
1069,Galium parisiense L. subsp. divaricatum (Pourr. ex Lam.) Rouy & E.G. Camus,Rubiaceae,Galium,parisiense,subsp.,divaricatum,(Pourr. ex Lam.) Rouy & E.G. Camus,Plantae
1071,Galium glaucum L. subsp. australe Franco,Rubiaceae,Galium,glaucum,subsp.,australe,Franco,Plantae
1072,Galium papillosum Lapeyr. subsp. helodes (Hoffmanns. & Link) Ortega Oliv. & Devesa,Rubiaceae,Galium,papillosum,subsp.,helodes,(Hoffmanns. & Link) Ortega Oliv. & Devesa,Plantae
1073,Galium lucidum All. Subsp. lucidum,Rubiaceae,Galium,lucidum,species,,All. Subsp.,Plantae
1074,Galium mollugo L.,Rubiaceae,Galium,mollugo,species,,L.,Plantae
1075,Galium murale (L.) All.,Rubiaceae,Galium,murale,species,,(L.) All.,Plantae
1076,Galium odoratum (L.) Scop.,Rubiaceae,Galium,odoratum,species,,(L.) Scop.,Plantae
1077,Galium palustre L.,Rubiaceae,Galium,palustre,species,,L.,Plantae
1078,Galium parisiense L. subsp. parisiense,Rubiaceae,Galium,parisiense,subsp.,parisiense,L.,Plantae
1079,Galium estebani Sennen,Rubiaceae,Galium,estebani,species,,Sennen,Plantae
1082,Galium rotundifolium L.,Rubiaceae,Galium,rotundifolium,species,,L.,Plantae
1083,Galium saxatile L.,Rubiaceae,Galium,saxatile,species,,L.,Plantae
1085,Galium tricornutum Dandy,Rubiaceae,Galium,tricornutum,species,,Dandy,Plantae
1087,Galium verum L. subsp. verum,Rubiaceae,Galium,verum,subsp.,verum,L.,Plantae
1088,Gamochaeta pensylvanica (Willd.) Cabrera,Compositae,Gamochaeta,pensylvanica,species,,(Willd.) Cabrera,Plantae
1089,Gamochaeta coarctata (Willd.) kerguélen,Compositae,Gamochaeta,coarctata,species,,(Willd.) kerguélen,Plantae
1090,Gamochaeta subfalcata (Cabrera) Cabrera,Compositae,Gamochaeta,subfalcata,species,,(Cabrera) Cabrera,Plantae
1091,Gastridium ventricosum (Gouan) Schinz & Thell.,Gramineae,Gastridium,ventricosum,species,,(Gouan) Schinz & Thell.,Plantae
1092,Gaudinia fragilis (L.) P. Beauv.,Gramineae,Gaudinia,fragilis,species,,(L.) P. Beauv.,Plantae
1093,Gazania rigens ( L.) Gaert.,Compositae,Gazania,rigens,species,,( L.) Gaert.,Plantae
1094,Genista anglica L.,Leguminosae,Genista,anglica,species,,L.,Plantae
1095,Genista ancistrocarpa Spach,Leguminosae,Genista,ancistrocarpa,species,,Spach,Plantae
1096,Genista berberidea Lange,Leguminosae,Genista,berberidea,species,,Lange,Plantae
1097,Genista carpetana Lange,Leguminosae,Genista,carpetana,species,,Lange,Plantae
1098,Genista falcata Brot.,Leguminosae,Genista,falcata,species,,Brot.,Plantae
1099,Genista florida L.,Leguminosae,Genista,florida,species,,L.,Plantae
1100,Genista hystrix Lange,Leguminosae,Genista,hystrix,species,,Lange,Plantae
1101,Genista micrantha Ortega,Leguminosae,Genista,micrantha,species,,Ortega,Plantae
1102,Genista obtusiramea J. Gay ex Spach,Leguminosae,Genista,obtusiramea,species,,J. Gay ex Spach,Plantae
1105,Genista triacanthos Brot.,Leguminosae,Genista,triacanthos,species,,Brot.,Plantae
1107,Gentiana pneumonanthe L.,Gentianaceae,Gentiana,pneumonanthe,species,,L.,Plantae
1108,Gentiana verna L. subsp. verna,Gentianaceae,Gentiana,verna,subsp.,verna,L.,Plantae
1109,Geranium columbinum L.,Geraniaceae,Geranium,columbinum,species,,L.,Plantae
1110,Geranium dissectum L.,Geraniaceae,Geranium,dissectum,species,,L.,Plantae
1111,Geranium lucidum L.,Geraniaceae,Geranium,lucidum,species,,L.,Plantae
1112,Geranium molle L.,Geraniaceae,Geranium,molle,species,,L.,Plantae
1114,Geranium purpureum Vill.,Geraniaceae,Geranium,purpureum,species,,Vill.,Plantae
1115,Geranium pyrenaicum Burm. fil. subsp. lusitanicum (Samp.) S. Ortiz,Geraniaceae,Geranium,pyrenaicum,subsp.,lusitanicum,(Samp.) S. Ortiz,Plantae
1116,Geranium robertianum L.,Geraniaceae,Geranium,robertianum,species,,L.,Plantae
1117,Geranium rotundifolium L.,Geraniaceae,Geranium,rotundifolium,species,,L.,Plantae
1118,Geranium sanguineum L.,Geraniaceae,Geranium,sanguineum,species,,L.,Plantae
1119,Geum hispidum Fr.,Rosaceae,Geum,hispidum,species,,Fr.,Plantae
1120,Geum rivale L.,Rosaceae,Geum,rivale,species,,L.,Plantae
1121,Geum sylvaticum Pourr.,Rosaceae,Geum,sylvaticum,species,,Pourr.,Plantae
1122,Geum urbanum L.,Rosaceae,Geum,urbanum,species,,L.,Plantae
1124,Gladiolus communis L.,Iridaceae,Gladiolus,communis,species,,L.,Plantae
1128,Glaucium flavum Crantz,Papaveraceae,Glaucium,flavum,species,,Crantz,Plantae
1129,Glaux maritima L.,Primulaceae,Glaux,maritima,species,,L.,Plantae
1130,Glechoma hederacea L.,Labiatae,Glechoma,hederacea,species,,L.,Plantae
1131,Glyceria declinata Bréb.,Gramineae,Glyceria,declinata,species,,Bréb.,Plantae
1132,Glyceria fluitans (L.) R. Br.,Gramineae,Glyceria,fluitans,species,,(L.) R. Br.,Plantae
1136,Helichrysum luteoalbum (L.) Rchb.,Compositae,Helichrysum,luteoalbum,species,,(L.) Rchb.,Plantae
1137,Gratiola officinalis L.,Scrophulariaceae,Gratiola,officinalis,species,,L.,Plantae
1139,Gymnadenia conopsea (L.) R. Br.,Orchidaceae,Gymnadenia,conopsea,species,,(L.) R. Br.,Plantae
1140,Gymnocarpium dryopteris (L.) Newman,Aspidiaceae,Gymnocarpium,dryopteris,species,,(L.) Newman,Plantae
1141,Soliva stolonifera (Brot.) Sweet,Compositae,Soliva,stolonifera,species,,(Brot.) Sweet,Plantae
1142,Hainardia cylindrica (Willd.) Greuter,Gramineae,Hainardia,cylindrica,species,,(Willd.) Greuter,Plantae
1143,Halimione portulacoides (L.) Aellen,Chenopodiaceae,Halimione,portulacoides,species,,(L.) Aellen,Plantae
1145,Halimium lasianthum (Lam.) Spach subsp. alyssoides (Lam.) Greuter,Cistaceae,Halimium,lasianthum,subsp.,alyssoides,(Lam.) Greuter,Plantae
1146,Halimium ocymoides (Lam.) Willk.,Cistaceae,Halimium,ocymoides,species,,(Lam.) Willk.,Plantae
1147,Halimium umbellatum (L.) Spach subsp. umbellatum,Cistaceae,Halimium,umbellatum,subsp.,umbellatum,(L.) Spach,Plantae
1149,Hedera helix L. subsp. helix,Araliaceae,Hedera,helix,subsp.,helix,L.,Plantae
1151,Hedypnois rhagadioloides (L.) F.W. Schmidt,Compositae,Hedypnois,rhagadioloides,species,,(L.) F.W. Schmidt,Plantae
1152,Helianthemum aegyptiacum (L.) Mill.,Cistaceae,Helianthemum,aegyptiacum,species,,(L.) Mill.,Plantae
1153,Helianthemum apenninum (L.) Mill. subsp. stoechadifolium (Brot.) Samp.,Cistaceae,Helianthemum,apenninum,subsp.,stoechadifolium,(Brot.) Samp.,Plantae
1156,Helianthemum ledifolium (L.) Mill.,Cistaceae,Helianthemum,ledifolium,species,,(L.) Mill.,Plantae
1157,Helianthemum nummularium (L.) Mill.,Cistaceae,Helianthemum,nummularium,species,,(L.) Mill.,Plantae
1158,Helianthemum oelandicum (L.) Dum. Cours. subsp. incanum (Willk.) G. López,Cistaceae,Helianthemum,oelandicum,subsp.,incanum,(Willk.) G. López,Plantae
