taxonID,family,genericName,specificEpithet,taxonRank,infraspecificEpithet,scientificNameAuthorship,scientificName,kingdom
1560,Scrophulariaceae,Cymbalaria,muralis,subsp.,muralis,G. Gaertn.,Cymbalaria muralis G. Gaertn. subsp. muralis,Plantae
1561,Scrophulariaceae,Kickxia,elatine,,,(L.) Dumort.,Kickxia elatine (L.) Dumort.,Plantae
1562,Scrophulariaceae,Kickxia,elatine,subsp.,elatine,(L.) Dumort.,Kickxia elatine (L.) Dumort. subsp. elatine,Plantae
1563,Scrophulariaceae,Kickxia,elatine,subsp.,crinita, (Mabille) Greuter,Kickxia elatine subsp. crinita (Mabille) Greuter,Plantae
1564,Scrophulariaceae,Kickxia,spuria,subsp.,integrifolia, (Brot.) R. Fern.,Kickxia spuria subsp. integrifolia (Brot.) R. Fern.,Plantae
1565,Scrophulariaceae,Kickxia,commutata,subsp.,commutata,(Bernh. ex Rchb.) Fritsch,Kickxia commutata (Bernh. ex Rchb.) Fritsch subsp. commutata,Plantae
1566,Scrophulariaceae,Anarrhinum,duriminium,,,(Brot.) Pers.,Anarrhinum duriminium (Brot.) Pers.,Plantae
1567,Scrophulariaceae,Anarrhinum,bellidifolium,,,(L.) Willd.,Anarrhinum bellidifolium (L.) Willd.,Plantae
1568,Scrophulariaceae,Linaria,supina,,,(L.) Chaz.,Linaria supina (L.) Chaz.,Plantae
1569,Scrophulariaceae,Linaria,supina,subsp.,supina,(L.) Chaz.,Linaria supina (L.) Chaz. subsp. supina,Plantae
1570,Scrophulariaceae,Linaria,supina,subsp.,maritima, (Lam. & DC.) M. Laínz,Linaria supina subsp. maritima (Lam. & DC.) M. Laínz,Plantae
1571,Scrophulariaceae,Linaria,polygalifolia,,,Hoffmanns. & Link,Linaria polygalifolia Hoffmanns. & Link,Plantae
1572,Scrophulariaceae,Linaria,polygalifolia,subsp.,polygalifolia,Hoffmanns. & Link,Linaria polygalifolia Hoffmanns. & Link subsp. polygalifolia,Plantae
1573,Scrophulariaceae,Linaria,polygalifolia,subsp.,aguillonensis, (García Mart.) Castrov. & Lago,Linaria polygalifolia subsp. aguillonensis (García Mart.) Castrov. & Lago,Plantae
1574,Scrophulariaceae,Linaria,aeruginea,,,(Gouan) Cav.,Linaria aeruginea (Gouan) Cav.,Plantae
1575,Scrophulariaceae,Linaria,aeruginea,subsp.,aeruginea,(Gouan) Cav.,Linaria aeruginea (Gouan) Cav. subsp. aeruginea,Plantae
1576,Scrophulariaceae,Linaria,alpina,,,(L.) Mill.,Linaria alpina (L.) Mill.,Plantae
1577,Scrophulariaceae,Linaria,alpina,subsp.,alpina,(L.) Mill.,Linaria alpina (L.) Mill. subsp. alpina,Plantae
1578,Scrophulariaceae,Linaria,amethystea,,,(Vent.) Hoffmanns. & Link,Linaria amethystea (Vent.) Hoffmanns. & Link,Plantae
1579,Scrophulariaceae,Linaria,amethystea,subsp.,amethystea,(Vent.) Hoffmanns. & Link,Linaria amethystea (Vent.) Hoffmanns. & Link subsp. amethystea,Plantae
1580,Scrophulariaceae,Linaria,saxatilis,,,(L.) Chaz.,Linaria saxatilis (L.) Chaz.,Plantae
1581,Scrophulariaceae,Linaria,arenaria,,,DC.,Linaria arenaria DC.,Plantae
1582,Scrophulariaceae,Linaria,triornithophora,,,(L.) Willd.,Linaria triornithophora (L.) Willd.,Plantae
1583,Scrophulariaceae,Linaria,spartea,,,(L.) Chaz.,Linaria spartea (L.) Chaz.,Plantae
1584,Scrophulariaceae,Linaria,elegans,,,Cav.,Linaria elegans Cav.,Plantae
1585,Scrophulariaceae,Gratiola,officinalis,,,L.,Gratiola officinalis L.,Plantae
1586,Scrophulariaceae,Lindernia,procumbens,,,(Krock.) Philcox,Lindernia procumbens (Krock.) Philcox,Plantae
1587,Scrophulariaceae,Lindernia,dubia,,,(L.) Pennell,Lindernia dubia (L.) Pennell,Plantae
1588,Scrophulariaceae,Bacopa,monnieri,,,(L.) Wettst.,Bacopa monnieri (L.) Wettst.,Plantae
1589,Scrophulariaceae,Limosella,aquatica,,,L.,Limosella aquatica L.,Plantae
1590,Scrophulariaceae,Digitalis,purpurea,,,L.,Digitalis purpurea L.,Plantae
1591,Scrophulariaceae,Digitalis,purpurea,subsp.,purpurea,L.,Digitalis purpurea L. subsp. purpurea,Plantae
1592,Scrophulariaceae,Erinus,alpinus,,,L.,Erinus alpinus L.,Plantae
1593,Scrophulariaceae,Veronica,ponae,,,Gouan,Veronica ponae Gouan,Plantae
1594,Scrophulariaceae,Veronica,serpyllifolia,subsp.,serpyllifolia,L.,Veronica serpyllifolia L. subsp. serpyllifolia,Plantae
1595,Scrophulariaceae,Veronica,nevadensis,,,(Pau) Pau,Veronica nevadensis (Pau) Pau,Plantae
1596,Scrophulariaceae,Veronica,officinalis,,,L.,Veronica officinalis L.,Plantae
1597,Scrophulariaceae,Veronica,scutellata,,,L.,Veronica scutellata L.,Plantae
1598,Scrophulariaceae,Veronica,montana,,,L.,Veronica montana L.,Plantae
1599,Scrophulariaceae,Veronica,chamaedrys,subsp.,chamaedrys,L.,Veronica chamaedrys L. subsp. chamaedrys,Plantae
1600,Scrophulariaceae,Veronica,micrantha,,,Hoffmanns. & Link,Veronica micrantha Hoffmanns. & Link,Plantae
1601,Scrophulariaceae,Veronica,arvensis,,,L.,Veronica arvensis L.,Plantae
1602,Scrophulariaceae,Veronica,verna,,,L.,Veronica verna L.,Plantae
1603,Scrophulariaceae,Veronica,triphyllos,,,L.,Veronica triphyllos L.,Plantae
1604,Scrophulariaceae,Veronica,polita,,,Fr.,Veronica polita Fr.,Plantae
1605,Scrophulariaceae,Veronica,agrestis,,,L.,Veronica agrestis L.,Plantae
1606,Scrophulariaceae,Veronica,persica,,,Poir.,Veronica persica Poir.,Plantae
1607,Scrophulariaceae,Veronica,hederifolia,,,L.,Veronica hederifolia L.,Plantae
1608,Scrophulariaceae,Veronica,acinifolia,,,L.,Veronica acinifolia L.,Plantae
1609,Scrophulariaceae,Veronica,peregrina,subsp.,peregrina,L.,Veronica peregrina L. subsp. peregrina,Plantae
1610,Scrophulariaceae,Veronica,beccabunga,subsp.,beccabunga,L.,Veronica beccabunga L. subsp. beccabunga,Plantae
1611,Scrophulariaceae,Veronica,anagallis-aquatica,subsp.,anagallis-aquatica,L.,Veronica anagallis-aquatica L. subsp. anagallis-aquatica,Plantae
1612,Scrophulariaceae,Sibthorpia,europaea,,,L.,Sibthorpia europaea L.,Plantae
1613,Scrophulariaceae,Melampyrum,sylvaticum,subsp.,sylvaticum,L.,Melampyrum sylvaticum L. subsp. sylvaticum,Plantae
1614,Scrophulariaceae,Melampyrum,pratense,,,L.,Melampyrum pratense L.,Plantae
1615,Scrophulariaceae,Melampyrum,pratense,subsp.,latifolium, Schübl. & G. Martens,Melampyrum pratense subsp. latifolium Schübl. & G. Martens,Plantae
1616,Scrophulariaceae,Euphrasia,hirtella,,,Jord. ex Reut.,Euphrasia hirtella Jord. ex Reut.,Plantae
1617,Scrophulariaceae,Euphrasia,stricta,,,J.P. Wolff ex J.F. Lehm.,Euphrasia stricta J.P. Wolff ex J.F. Lehm.,Plantae
1618,Scrophulariaceae,Euphrasia,pectinata,,,Ten.,Euphrasia pectinata Ten.,Plantae
1619,Scrophulariaceae,Euphrasia,minima,,,Jacq. ex DC.,Euphrasia minima Jacq. ex DC.,Plantae
1620,Scrophulariaceae,Euphrasia,alpina,subsp.,alpina,Lam.,Euphrasia alpina Lam. subsp. alpina,Plantae
1621,Scrophulariaceae,Odontites,viscosus,,,(L.) Clairv.,Odontites viscosus (L.) Clairv.,Plantae
1622,Scrophulariaceae,Odontites,viscosus,subsp.,australis, (Boiss.) Jahand. & Maire,Odontites viscosus subsp. australis (Boiss.) Jahand. & Maire,Plantae
1623,Scrophulariaceae,Odontites,vernus,,,(Bellardi) Dumort.,Odontites vernus (Bellardi) Dumort.,Plantae
1624,Scrophulariaceae,Odontitella,virgata,,,(Link) Rothm.,Odontitella virgata (Link) Rothm.,Plantae
1625,Scrophulariaceae,Macrosyringion,longiflorum,,,(Lam.) Rothm.,Macrosyringion longiflorum (Lam.) Rothm.,Plantae
1626,Scrophulariaceae,Bartsia,trixago,,,L.,Bartsia trixago L.,Plantae
1627,Scrophulariaceae,Parentucellia,viscosa,,,(L.) Caruel,Parentucellia viscosa (L.) Caruel,Plantae
1628,Scrophulariaceae,Parentucellia,latifolia,,,(L.) Caruel,Parentucellia latifolia (L.) Caruel,Plantae
1629,Scrophulariaceae,Pedicularis,sylvatica,,,L.,Pedicularis sylvatica L.,Plantae
1630,Scrophulariaceae,Pedicularis,sylvatica,subsp.,sylvatica,L.,Pedicularis sylvatica L. subsp. sylvatica,Plantae
1631,Scrophulariaceae,Pedicularis,sylvatica,subsp.,lusitanica, (Hoffmanns. & Link) Cout.,Pedicularis sylvatica subsp. lusitanica (Hoffmanns. & Link) Cout.,Plantae
1632,Scrophulariaceae,Pedicularis,schizocalyx,,,(Lange) Steininger,Pedicularis schizocalyx (Lange) Steininger,Plantae
1633,Scrophulariaceae,Pedicularis,mixta,,,Gren.,Pedicularis mixta Gren.,Plantae
1634,Scrophulariaceae,Rhinanthus,minor,,,L.,Rhinanthus minor L.,Plantae
1635,Scrophulariaceae,Lathraea,squamaria,,,L.,Lathraea squamaria L.,Plantae
1636,Myoporaceae,Myoporum,laetum,,,G. Forst.,Myoporum laetum G. Forst.,Plantae
1637,Orobanchaceae,Cistanche,phelypaea,,,(L.) Cout.,Cistanche phelypaea (L.) Cout.,Plantae
1638,Orobanchaceae,Orobanche,arenaria,,,Borkh.,Orobanche arenaria Borkh.,Plantae
1639,Orobanchaceae,Orobanche,minor,,,Sm.,Orobanche minor Sm.,Plantae
1640,Orobanchaceae,Orobanche,hederae,,,Vaucher ex Duby,Orobanche hederae Vaucher ex Duby,Plantae
1641,Orobanchaceae,Orobanche,rapum-genistae,,,Thuill.,Orobanche rapum-genistae Thuill.,Plantae
1642,Orobanchaceae,Orobanche,gracilis,,,Sm.,Orobanche gracilis Sm.,Plantae
1643,Orobanchaceae,Orobanche,lutea,,,Baumg.,Orobanche lutea Baumg.,Plantae
1644,Lentibulariaceae,Pinguicula,vulgaris,,,L.,Pinguicula vulgaris L.,Plantae
1645,Lentibulariaceae,Pinguicula,grandiflora,subsp.,grandiflora,Lam.,Pinguicula grandiflora Lam. subsp. grandiflora,Plantae
1646,Lentibulariaceae,Pinguicula,lusitanica,,,L.,Pinguicula lusitanica L.,Plantae
1647,Lentibulariaceae,Utricularia,minor,,,L.,Utricularia minor L.,Plantae
1648,Lentibulariaceae,Utricularia,australis,,,R. Br.,Utricularia australis R. Br.,Plantae
1649,Campanulaceae,Campanula,erinus,,,L.,Campanula erinus L.,Plantae
1650,Campanulaceae,Campanula,glomerata,,,L.,Campanula glomerata L.,Plantae
1651,Campanulaceae,Campanula,rotundifolia,,,L.,Campanula rotundifolia L.,Plantae
1652,Campanulaceae,Campanula,rotundifolia,subsp.,rotundifolia,L.,Campanula rotundifolia L. subsp. rotundifolia,Plantae
1653,Campanulaceae,Campanula,cantabrica,,,Feer,Campanula cantabrica Feer,Plantae
1654,Campanulaceae,Campanula,adsurgens,,,Levier & Leresche,Campanula adsurgens Levier & Leresche,Plantae
1655,Campanulaceae,Campanula,herminii,,,Hoffmanns. & Link,Campanula herminii Hoffmanns. & Link,Plantae
1656,Campanulaceae,Campanula,patula,,,L.,Campanula patula L.,Plantae
1657,Campanulaceae,Campanula,lusitanica,,,L.,Campanula lusitanica L.,Plantae
1658,Campanulaceae,Campanula,lusitanica,subsp.,lusitanica,L.,Campanula lusitanica L. subsp. lusitanica,Plantae
1659,Campanulaceae,Campanula,rapunculus,,,L.,Campanula rapunculus L.,Plantae
1660,Campanulaceae,Legousia,scabra,,,(Lowe) Gamisans,Legousia scabra (Lowe) Gamisans,Plantae
1661,Campanulaceae,Legousia,hybrida,,,(L.) Delarbre,Legousia hybrida (L.) Delarbre,Plantae
1662,Campanulaceae,Trachelium,caeruleum,subsp.,caeruleum,L.,Trachelium caeruleum L. subsp. caeruleum,Plantae
1663,Campanulaceae,Phyteuma,hemisphaericum,,,L.,Phyteuma hemisphaericum L.,Plantae
1664,Campanulaceae,Wahlenbergia,hederacea,,,(L.) Rchb.,Wahlenbergia hederacea (L.) Rchb.,Plantae
1665,Campanulaceae,Jasione,montana,,,L.,Jasione montana L.,Plantae
1666,Campanulaceae,Jasione,montana,var.,montana,L.,Jasione montana L. var. montana,Plantae
1667,Campanulaceae,Jasione,montana,var.,latifolia, Pugsley,Jasione montana var. latifolia Pugsley,Plantae
1668,Campanulaceae,Jasione,montana,var.,gracilis, Lange,Jasione montana var. gracilis Lange,Plantae
1669,Campanulaceae,Jasione,laevis,,,Lam.,Jasione laevis Lam.,Plantae
1670,Campanulaceae,Jasione,maritima,,,(Duby) Merino,Jasione maritima (Duby) Merino,Plantae
1671,Campanulaceae,Jasione,maritima,var.,maritima,(Duby) Merino,Jasione maritima (Duby) Merino var. maritima,Plantae
1672,Campanulaceae,Jasione,sessiliflora,,,Boiss. & Reut.,Jasione sessiliflora Boiss. & Reut.,Plantae
1673,Campanulaceae,Lobelia,erinus,,,L.,Lobelia erinus L.,Plantae
1674,Campanulaceae,Lobelia,urens,,,L.,Lobelia urens L.,Plantae
1675,Campanulaceae,Solenopsis,laurentia,,,(L.) C. Presl,Solenopsis laurentia (L.) C. Presl,Plantae
1676,Rubiaceae,Rubia,peregrina,,,L.,Rubia peregrina L.,Plantae
1677,Rubiaceae,Valantia,muralis,,,L.,Valantia muralis L.,Plantae
1678,Rubiaceae,Cruciata,laevipes,,,Opiz,Cruciata laevipes Opiz,Plantae
1679,Rubiaceae,Cruciata,glabra,,,(L.) Ehrend.,Cruciata glabra (L.) Ehrend.,Plantae
1680,Rubiaceae,Cruciata,glabra,subsp.,hirticaulis, (Beck) Natali & Jeanm.,Cruciata glabra subsp. hirticaulis (Beck) Natali & Jeanm.,Plantae
1681,Rubiaceae,Cruciata,pedemontana,,,(Bellardi) Ehrend.,Cruciata pedemontana (Bellardi) Ehrend.,Plantae
1682,Rubiaceae,Sherardia,arvensis,,,L.,Sherardia arvensis L.,Plantae
1683,Rubiaceae,Crucianella,angustifolia,,,L.,Crucianella angustifolia L.,Plantae
1684,Rubiaceae,Crucianella,maritima,,,L.,Crucianella maritima L.,Plantae
1685,Rubiaceae,Asperula,arvensis,,,L.,Asperula arvensis L.,Plantae
1686,Rubiaceae,Asperula,aristata,subsp.,scabra, (J. Presl & C. Presl ex Lange) Nyman,Asperula aristata subsp. scabra (J. Presl & C. Presl ex Lange) Nyman,Plantae
1687,Rubiaceae,Asperula,aristata,var.,scabra, J. Presl & C. Presl ex Lange,Asperula aristata var. scabra J. Presl & C. Presl ex Lange,Plantae
1688,Rubiaceae,Galium,verum,subsp.,verum,L.,Galium verum L. subsp. verum,Plantae
1689,Rubiaceae,Galium,rotundifolium,,,L.,Galium rotundifolium L.,Plantae
1690,Rubiaceae,Galium,broterianum,,,Boiss. & Reut.,Galium broterianum Boiss. & Reut.,Plantae
1691,Rubiaceae,Galium,odoratum,,,(L.) Scop.,Galium odoratum (L.) Scop.,Plantae
1692,Rubiaceae,Galium,debile,,,Desv.,Galium debile Desv.,Plantae
1693,Rubiaceae,Galium,palustre,,,L.,Galium palustre L.,Plantae
1694,Rubiaceae,Galium,palustre,var.,palustre,L.,Galium palustre L. var. palustre,Plantae
1695,Rubiaceae,Galium,palustre,var.,elongatum, (C. Presl) Rchb. fil.,Galium palustre var. elongatum (C. Presl) Rchb. fil.,Plantae
1696,Rubiaceae,Galium,mollugo,,,L.,Galium mollugo L.,Plantae
1697,Rubiaceae,Galium,mollugo,subsp.,mollugo,L.,Galium mollugo L. subsp. mollugo,Plantae
1698,Rubiaceae,Galium,mollugo,subsp.,erectum, Huds. ex Syme,Galium mollugo subsp. erectum Huds. ex Syme,Plantae
1699,Rubiaceae,Galium,lucidum,,,All.,Galium lucidum All.,Plantae
1700,Rubiaceae,Galium,lucidum,subsp.,lucidum,All.,Galium lucidum All. subsp. lucidum,Plantae
1701,Rubiaceae,Galium,glaucum,,,L.,Galium glaucum L.,Plantae
1702,Rubiaceae,Galium,glaucum,subsp.,australe, Franco,Galium glaucum subsp. australe Franco,Plantae
1703,Rubiaceae,Galium,saxatile,,,L.,Galium saxatile L.,Plantae
1704,Rubiaceae,Galium,saxatile,var.,saxatile,L.,Galium saxatile L. var. saxatile,Plantae
1705,Rubiaceae,Galium,saxatile,var.,vivianum, (Kliphuis) Ortega Oliv. & Devesa,Galium saxatile var. vivianum (Kliphuis) Ortega Oliv. & Devesa,Plantae
1706,Rubiaceae,Galium,papillosum,,,Lapeyr.,Galium papillosum Lapeyr.,Plantae
1707,Rubiaceae,Galium,papillosum,subsp.,papillosum,Lapeyr.,Galium papillosum Lapeyr. subsp. papillosum,Plantae
1708,Rubiaceae,Galium,papillosum,var.,papillosum,Lapeyr.,Galium papillosum Lapeyr. var. papillosum,Plantae
1709,Rubiaceae,Galium,papillosum,var.,hirsutum, Lapeyr. ex Clos,Galium papillosum var. hirsutum Lapeyr. ex Clos,Plantae
1710,Rubiaceae,Galium,papillosum,subsp.,helodes, (Hoffmanns. & Link) Ortega Oliv. & Devesa,Galium papillosum subsp. helodes (Hoffmanns. & Link) Ortega Oliv. & Devesa,Plantae
1711,Rubiaceae,Galium,estebanii,,,Sennen,Galium estebanii Sennen,Plantae
1712,Rubiaceae,Galium,estebanii,var.,estebanii,Sennen,Galium estebanii Sennen var. estebanii,Plantae
1713,Rubiaceae,Galium,estebanii,var.,leioclados, (Pau) Ortega Oliv. & Devesa,Galium estebanii var. leioclados (Pau) Ortega Oliv. & Devesa,Plantae
1714,Rubiaceae,Galium,marchandii,,,Roem. & Schult.,Galium marchandii Roem. & Schult.,Plantae
1715,Rubiaceae,Galium,aparine,,,L.,Galium aparine L.,Plantae
1716,Rubiaceae,Galium,aparine,subsp.,aparine,L.,Galium aparine L. subsp. aparine,Plantae
1717,Rubiaceae,Galium,aparine,var.,aparine,L.,Galium aparine L. var. aparine,Plantae
1718,Rubiaceae,Galium,aparine,subsp.,spurium, (L.) Hartm.,Galium aparine subsp. spurium (L.) Hartm.,Plantae
1719,Rubiaceae,Galium,aparine,var.,vaillantii, (DC.) W.D.J. Koch,Galium aparine var. vaillantii (DC.) W.D.J. Koch,Plantae
1720,Rubiaceae,Galium,tricornutum,,,Dandy,Galium tricornutum Dandy,Plantae
1721,Rubiaceae,Galium,verrucosum,subsp.,verrucosum,Huds.,Galium verrucosum Huds. subsp. verrucosum,Plantae
1722,Rubiaceae,Galium,parisiense,,,L.,Galium parisiense L.,Plantae
1723,Rubiaceae,Galium,parisiense,subsp.,parisiense,L.,Galium parisiense L. subsp. parisiense,Plantae
1724,Rubiaceae,Galium,parisiense,var.,parisiense,L.,Galium parisiense L. var. parisiense,Plantae
1725,Rubiaceae,Galium,parisiense,var.,leiocarpum, Tausch,Galium parisiense var. leiocarpum Tausch,Plantae
1726,Rubiaceae,Galium,parisiense,subsp.,divaricatum, (Pourr. ex Lam.) Rouy & E.G. Camus,Galium parisiense subsp. divaricatum (Pourr. ex Lam.) Rouy & E.G. Camus,Plantae
1727,Rubiaceae,Galium,parisiense,var.,divaricatum, (Pourr. ex Lam.) W.D.J. Koch,Galium parisiense var. divaricatum (Pourr. ex Lam.) W.D.J. Koch,Plantae
1728,Rubiaceae,Galium,parisiense,var.,trichocarpum, Tausch,Galium parisiense var. trichocarpum Tausch,Plantae
1729,Rubiaceae,Galium,murale,,,(L.) All.,Galium murale (L.) All.,Plantae
1730,Caprifoliaceae,Lonicera,etrusca,,,Santi,Lonicera etrusca Santi,Plantae
1731,Caprifoliaceae,Lonicera,periclymenum,,,L.,Lonicera periclymenum L.,Plantae
1732,Caprifoliaceae,Lonicera,periclymenum,subsp.,periclymenum,L.,Lonicera periclymenum L. subsp. periclymenum,Plantae
1733,Caprifoliaceae,Lonicera,periclymenum,subsp.,hispanica, (Boiss. & Reut.) Nyman,Lonicera periclymenum subsp. hispanica (Boiss. & Reut.) Nyman,Plantae
1734,Caprifoliaceae,Lonicera,japonica,,,Thunb.,Lonicera japonica Thunb.,Plantae
1735,Caprifoliaceae,Lonicera,xylosteum,,,L.,Lonicera xylosteum L.,Plantae
1736,Caprifoliaceae,Lonicera,xylosteum,f.,xylosteum,L.,Lonicera xylosteum L. f. xylosteum,Plantae
1737,Caprifoliaceae,Sambucus,nigra,subsp.,nigra,L.,Sambucus nigra L. subsp. nigra,Plantae
1738,Caprifoliaceae,Sambucus,ebulus,,,L.,Sambucus ebulus L.,Plantae
1739,Caprifoliaceae,Viburnum,opulus,,,L.,Viburnum opulus L.,Plantae
1740,Caprifoliaceae,Viburnum,tinus,,,L.,Viburnum tinus L.,Plantae
1741,Valerianaceae,Valeriana,pyrenaica,,,L.,Valeriana pyrenaica L.,Plantae
1742,Valerianaceae,Valeriana,montana,,,L.,Valeriana montana L.,Plantae
1743,Valerianaceae,Valeriana,tripteris,,,L.,Valeriana tripteris L.,Plantae
1744,Valerianaceae,Valeriana,tripteris,subsp.,tripteris,L.,Valeriana tripteris L. subsp. tripteris,Plantae
1745,Valerianaceae,Valeriana,officinalis,,,L.,Valeriana officinalis L.,Plantae
1746,Valerianaceae,Valeriana,officinalis,subsp.,officinalis,L.,Valeriana officinalis L. subsp. officinalis,Plantae
1747,Valerianaceae,Valeriana,officinalis,var.,officinalis,L.,Valeriana officinalis L. var. officinalis,Plantae
1748,Valerianaceae,Valeriana,officinalis,var.,latifolia, Vahl,Valeriana officinalis var. latifolia Vahl,Plantae
1749,Valerianaceae,Valeriana,dioica,,,L.,Valeriana dioica L.,Plantae
1750,Valerianaceae,Valeriana,tuberosa,,,L.,Valeriana tuberosa L.,Plantae
1751,Valerianaceae,Centranthus,ruber,subsp.,ruber,(L.) DC.,Centranthus ruber (L.) DC. subsp. ruber,Plantae
1752,Valerianaceae,Centranthus,calcitrapae,,,(L.) Dufr.,Centranthus calcitrapae (L.) Dufr.,Plantae
1753,Valerianaceae,Centranthus,calcitrapae,var.,calcitrapae,(L.) Dufr.,Centranthus calcitrapae (L.) Dufr. var. calcitrapae,Plantae
1754,Valerianaceae,Valerianella,locusta,,,(L.) Laterr.,Valerianella locusta (L.) Laterr.,Plantae
1755,Valerianaceae,Valerianella,locusta,subsp.,locusta,(L.) Laterr.,Valerianella locusta (L.) Laterr. subsp. locusta,Plantae
1756,Valerianaceae,Valerianella,locusta,f.,locusta,(L.) Laterr.,Valerianella locusta (L.) Laterr. f. locusta,Plantae
1757,Valerianaceae,Valerianella,locusta,f.,carinata," (Loisel.) Devesa, J. López & R. Gonzalo","Valerianella locusta f. carinata (Loisel.) Devesa, J. López & R. Gonzalo",Plantae
1758,Valerianaceae,Valerianella,locusta,subsp.,lusitanica, (Pau ex Font Quer) M. Laínz,Valerianella locusta subsp. lusitanica (Pau ex Font Quer) M. Laínz,Plantae
1759,Valerianaceae,Valerianella,coronata,,,(L.) DC.,Valerianella coronata (L.) DC.,Plantae
1760,Valerianaceae,Valerianella,coronata,f.,coronata,(L.) DC.,Valerianella coronata (L.) DC. f. coronata,Plantae
1761,Valerianaceae,Valerianella,coronata,f.,pumila," (L.) Devesa, J. López & R. Gonzalo","Valerianella coronata f. pumila (L.) Devesa, J. López & R. Gonzalo",Plantae
1762,Valerianaceae,Valerianella,eriocarpa,,,Desv.,Valerianella eriocarpa Desv.,Plantae
1763,Valerianaceae,Valerianella,eriocarpa,var.,muricata, (Steven ex M. Bieb.) Krok,Valerianella eriocarpa var. muricata (Steven ex M. Bieb.) Krok,Plantae
1764,Valerianaceae,Valerianella,dentata,,,(L.) Pollich,Valerianella dentata (L.) Pollich,Plantae
1765,Valerianaceae,Valerianella,dentata,f.,dentata,(L.) Pollich,Valerianella dentata (L.) Pollich f. dentata,Plantae
1766,Valerianaceae,Valerianella,dentata,f.,rimosa," (Bastard) Devesa, J. López & R. Gonzalo","Valerianella dentata f. rimosa (Bastard) Devesa, J. López & R. Gonzalo",Plantae
1767,Dipsacaceae,Dipsacus,fullonum,,,L.,Dipsacus fullonum L.,Plantae
1768,Dipsacaceae,Knautia,nevadensis,,,(M. Winkl. ex Szabó) Szabó,Knautia nevadensis (M. Winkl. ex Szabó) Szabó,Plantae
1769,Dipsacaceae,Knautia,nevadensis,var.,nevadensis,(M. Winkl. ex Szabó) Szabó,Knautia nevadensis (M. Winkl. ex Szabó) Szabó var. nevadensis,Plantae
1770,Dipsacaceae,Succisa,pratensis,,,Moench,Succisa pratensis Moench,Plantae
1771,Dipsacaceae,Succisa,pinnatifida,,,Lange,Succisa pinnatifida Lange,Plantae
1772,Dipsacaceae,Pterocephalidium,diandrum,,,(Lag.) G. López,Pterocephalidium diandrum (Lag.) G. López,Plantae
1773,Dipsacaceae,Scabiosa,columbaria,,,L.,Scabiosa columbaria L.,Plantae
1774,Dipsacaceae,Scabiosa,columbaria,subsp.,columbaria,L.,Scabiosa columbaria L. subsp. columbaria,Plantae
1775,Dipsacaceae,Scabiosa,columbaria,var.,columbaria,L.,Scabiosa columbaria L. var. columbaria,Plantae
1776,Dipsacaceae,Scabiosa,columbaria,subsp.,affinis, (Gren. & Godr.) Nyman,Scabiosa columbaria subsp. affinis (Gren. & Godr.) Nyman,Plantae
1777,Dipsacaceae,Scabiosa,atropurpurea,,,L.,Scabiosa atropurpurea L.,Plantae
1778,Dipsacaceae,Scabiosa,galianoi,,,"Devesa, Ortega Oliv. & J. López","Scabiosa galianoi Devesa, Ortega Oliv. & J. López",Plantae
1779,Dipsacaceae,Lomelosia,stellata,,,(L.) Raf.,Lomelosia stellata (L.) Raf.,Plantae
1780,Compositae,Carlina,vulgaris,subsp.,spinosa, (Velen.) Vandas,Carlina vulgaris subsp. spinosa (Velen.) Vandas,Plantae
1781,Compositae,Carlina,corymbosa,,,L.,Carlina corymbosa L.,Plantae
1782,Compositae,Carlina,corymbosa,subsp.,hispanica, (Lam.) O. Bolòs & Vigo,Carlina corymbosa subsp. hispanica (Lam.) O. Bolòs & Vigo,Plantae
1783,Compositae,Carlina,corymbosa,subsp.,major, (Lange) J. López & Devesa,Carlina corymbosa subsp. major (Lange) J. López & Devesa,Plantae
1784,Compositae,Xeranthemum,inapertum,,,(L.) Mill.,Xeranthemum inapertum (L.) Mill.,Plantae
1785,Compositae,Staehelina,dubia,,,L.,Staehelina dubia L.,Plantae
1786,Compositae,Onopordum,acanthium,subsp.,acanthium,L.,Onopordum acanthium L. subsp. acanthium,Plantae
1787,Compositae,Onopordum,acanthium,var.,acanthium,L.,Onopordum acanthium L. var. acanthium,Plantae
1788,Compositae,Jurinea,humilis,,,(Desf.) DC.,Jurinea humilis (Desf.) DC.,Plantae
1789,Compositae,Arctium,minus,,,(Hill) Bernh.,Arctium minus (Hill) Bernh.,Plantae
1790,Compositae,Galactites,tomentosus,,,Moench,Galactites tomentosus Moench,Plantae
1791,Compositae,Cynara,cardunculus,,,L.,Cynara cardunculus L.,Plantae
1792,Compositae,Cynara,cardunculus,subsp.,flavescens, Wiklund,Cynara cardunculus subsp. flavescens Wiklund,Plantae
1793,Compositae,Picnomon,acarna,,,(L.) Cass.,Picnomon acarna (L.) Cass.,Plantae
1794,Compositae,Silybum,marianum,,,(L.) Gaertn.,Silybum marianum (L.) Gaertn.,Plantae
1795,Compositae,Cirsium,filipendulum,,,Lange,Cirsium filipendulum Lange,Plantae
1796,Compositae,Cirsium,tuberosum,,,(L.) All.,Cirsium tuberosum (L.) All.,Plantae
1797,Compositae,Cirsium,pyrenaicum,,,(Jacq.) All.,Cirsium pyrenaicum (Jacq.) All.,Plantae
